Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Europe & Central Asia (excluding high income),ECA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.95382176215,2226.8387945091,2141.99008073222,1908.68953469975,1935.65528606019,1939.44401955707,2018.0551152316,1855.5389043778,1713.01558369485,1796.15183998918,1707.66794328003,1865.227628818,2206.45279165605,2903.83956327318,3737.42218967565,4630.20517628075,5741.60932834138,6977.20337324291,6861.23535210087,7414.59474099456,8083.71330167992,9345.99285442432,10322.4210871649,10198.9143583345,8828.14777657489,7652.59149231914,7315.6019927577,7693.82460537324,8050.97345337605,7704.10184236382,8351.26387849102
Europe & Central Asia,ECS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,1747.01996437367,2213.0772937935,2698.9234685843,3107.30663391366,3283.28084063743,3501.87362424616,3955.1511273081,4890.39701421192,5858.04896400331,5890.4745454122,5394.75252852534,4822.41505082384,4643.0489484052,4628.40442923475,5299.88349915693,6706.07196345467,8595.92683275017,9184.93139888974,9869.76169580374,10490.7186719025,11566.3686663567,11379.3683775036,11563.2761015032,12030.8560791878,12752.2435509039,13010.4160967029,12611.9149281855,12483.5154005568,12578.3304027008,12166.481792299,12102.0364313865,13675.4745748612,16633.1038106659,19258.3849887146,20868.8379528637,22590.5388830776,24620.9078141896,24402.6105257763,24606.4713666245,25069.7323083309,25378.9895577678,26068.4580401325,26091.5974231955,24726.1200793451,23416.2875830608,22917.6295051068,24467.2729647858,25378.3396798714,24080.2165465323,26421.0043214539
Ecuador,ECU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,380,350,380,430,450,460,470,500,520,510,510,600,830,1090,1280,1360,1550,1820,2110,2460,2390,2110,1890,1820,1770,1640,1510,1360,1370,1480,1600,1670,1820,1970,2080,2180,2160,1780,1550,1550,1730,2110,2550,2880,3100,3300,3850,4060,4400,4880,5390,5810,6110,5970,5800,5860,6090,6090,5540,5930
"Egypt, Arab Rep.",EGY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,170,180,190,220,240,260,290,300,330,350,370,390,420,490,520,550,560,640,680,740,870,840,780,760,750,750,760,820,920,1020,1130,1210,1310,1420,1430,1330,1240,1200,1220,1320,1530,1840,2120,2370,2560,2840,3030,3230,3340,3440,3030,2790,2690,3000,3510
Euro area,EMU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,2899.27733285197,3723.51403908614,4622.8156113775,5329.93505625278,5651.63009013478,6070.73608988009,6891.97700985983,8548.55283026668,10265.4801645614,10165.531342186,9203.92959966811,8203.85715842505,7974.30509032974,7987.28854639439,9230.29946602495,11815.7792903057,15367.1514956959,16472.5338675315,17757.869082123,18996.8852543429,21316.6263503366,20989.4639024214,21525.7408736107,22654.4527843993,23912.4360267428,23860.4713631424,22815.4679953519,22413.463633454,22209.7994639057,21290.932146151,20776.8993679666,23374.0141868471,28384.8188132052,32458.6892624294,34589.8464102759,36746.31592996,39610.7409660012,39759.7271220126,39883.0734303935,40383.3333827017,39315.35864471,39502.2846514266,39387.497160966,37740.7098224641,36359.2237188488,35888.5077258854,38870.6447910394,40312.1050536951,38138.7205560702,41721.5125255292
Eritrea,ERI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,270,300,320,330,310,300,310,300,300,340,390,410,420,410,480,510,600,,,,,,,,,,
Spain,ESP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,500,570,640,730,840,930,1010,1110,1170,1310,1590,2090,2730,3240,3430,3640,4040,5010,6210,6310,5680,4860,4580,4550,5400,7110,9410,10700,12210,13700,15610,15010,14470,14830,15560,15820,15440,15480,15790,15540,15630,18080,22130,25910,27850,29770,32250,32560,31970,31020,29540,29230,29140,28450,27550,27100,29310,30380,27360,29740
Estonia,EST,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170,4310,4620,5730,7500,9730,11500,13430,15190,14570,14580,15840,16760,18140,18880,18570,18290,18760,21200,23050,23040,25970
Ethiopia,ETH,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,210,200,190,230,280,270,260,260,250,220,210,160,150,150,140,130,120,130,130,120,110,140,160,180,220,280,340,380,390,410,470,550,600,670,740,800,850,890,960
European Union,EUU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,2412.81465330214,3093.08928547482,3832.09843365166,4423.57652446179,4689.87079006287,5030.2659181458,5700.29262072677,7049.00601730889,8435.60826040411,8347.88407299819,7550.61603090426,6717.48925910635,6523.08068085607,6533.24240145022,7555.38559054131,9659.10234718183,12519.5717249424,13414.3738668013,14446.788421231,15443.748618287,17322.532965562,17057.4366161769,17532.6385964405,18514.4111328364,19634.1152158378,19673.6272379802,18888.8294508867,18610.7708632492,18527.8685380892,17836.5099569252,17520.6956475902,19778.6097171979,24059.6134311039,27642.8526718488,29631.3816723869,31682.3046742029,34456.2039660787,34614.6326309011,34804.5848769181,35262.6702171978,34543.2744288995,34848.9770025338,34817.7778259631,33421.9762658544,32200.3926871901,31865.2726818601,34588.9882336518,36005.2587887779,34282.4613228902,37534.954429062
Fragile and conflict affected situations,FCS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,1053.47605864584,1164.64527178955,1236.74425518013,1224.98001209914,1095.62210024076,1046.15206489706,1033.6580830038,1053.80124442021,1083.58365485503,978.041124251824,1151.58079070418,789.543079160511,732.884797563525,643.938639322452,571.572596254472,578.186842855423,607.13195414696,665.436125601507,658.725978777534,677.250057574978,717.27330047213,772.747608256205,772.850546447573,778.107231683646,929.766919758539,1079.28747656925,1298.87361826654,1558.8762187184,1876.02723044917,1986.34552857862,2146.00978590432,2022.05291717091,2186.61277151156,2246.33563478987,2295.85606703707,2028.74936716875,1868.03269095143,1769.37158551708,1757.63284955723,1824.28379536428,1723.23212042865,1788.83065943198
Finland,FIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1370,1470,1620,1810,1970,2060,2090,2270,2460,2690,3170,4030,5130,6320,6840,7190,7910,9540,11450,11980,11700,10840,10790,11130,13010,16480,21540,24110,26000,25100,24170,20680,20170,22030,24970,26680,25820,26050,26480,25850,25620,28800,35380,40230,42840,46190,50160,48950,49750,50260,48970,49510,49420,47180,45530,44840,48220,49940,50080,53660
Fiji,FJI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,280,290,300,290,300,340,350,350,400,440,530,720,930,1120,1220,1300,1360,1660,1870,2040,1800,1580,1660,1580,1790,1770,1790,1790,1790,1790,1990,2090,2230,2460,2660,2580,2290,2350,2230,2140,2160,2410,3020,3570,3590,3790,3980,3850,3650,3770,4140,4710,5020,5100,5280,5370,5910,5800,4930,4860
France,FRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1550,1700,1870,2030,2200,2360,2560,2820,3020,3250,3670,4690,5790,6720,7140,7810,8830,10820,13080,13190,12040,10450,9820,9770,11330,14460,18520,19490,20640,21420,23840,23580,24380,25740,27110,26930,25830,25430,24990,23870,23150,26000,31460,35920,37890,40160,43540,44070,43970,44440,43410,43800,43340,41130,39100,38320,41200,42550,39500,43880
Faroe Islands,FRO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120,2130,2200,2140,1930,1950,2050,2210,2260,2270,2380,2440,2560,2560,2570,2590,2820,2900,3070,3150,3180,3150,3490,3410,3450,3400,3940,3960,3880
Gabon,GAB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,330,410,340,360,420,440,460,530,570,610,690,910,1700,2870,4450,4010,3090,3520,4590,5290,4840,4260,4310,3860,3840,3430,4150,4580,4820,5170,5120,4430,4130,3910,4100,4270,3940,3280,3100,3430,3610,3880,4310,5520,5740,6590,7320,7590,7850,8120,9090,9330,9330,7970,7080,6510,6830,7170,7030,7100
United Kingdom,GBR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,2530,2790,3200,3910,4370,4880,5020,5230,5950,7580,9550,10660,10660,9860,9270,9160,10250,12710,16160,17380,18570,19390,21480,21360,21890,21070,22790,25570,26900,28060,29280,28940,29180,32270,37860,42810,45160,47650,48690,44420,41940,41300,41940,42920,44670,44730,43460,41880,42410,43460,39970,45380
Georgia,GEO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,540,510,550,670,820,870,840,790,780,840,990,1210,1520,1910,2380,2820,2950,3210,3520,4150,4530,4740,4410,4080,4040,4460,4690,4260,4740
Ghana,GHA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,190,200,210,230,250,240,220,220,250,270,260,280,320,300,290,300,350,380,420,410,360,320,340,350,390,420,440,400,400,410,430,420,370,370,380,390,390,390,340,300,270,320,380,460,600,790,1150,1190,1240,1380,1530,1840,1880,1940,1810,1880,2120,2230,2310,2360
Gibraltar,GIB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,390,410,420,460,490,500,500,510,510,470,450,400,360,350,340,370,360,400,470,620,670,690,680,700,700,740,760,780,820,860,950,960,1010
"Gambia, The",GMB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,110,110,110,110,120,150,180,230,230,240,260,310,380,390,340,300,290,300,300,320,300,300,310,400,520,710,690,690,700,690,660,640,620,560,440,390,470,520,640,700,810,880,890,760,760,730,650,620,620,660,720,750,740,800
Guinea-Bissau,GNB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,120,130,150,170,150,140,160,180,150,190,200,190,190,200,160,170,180,210,220,240,240,230,220,220,240,240,160,160,210,250,300,330,380,430,440,470,510,560,580,640,630,640,640,640,650,680,720,800,760,780
Equatorial Guinea,GNQ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,130,130,130,150,170,210,250,230,260,270,380,370,270,250,360,870,700,820,770,900,1270,1190,1720,3890,8110,11600,14250,12530,9970,11540,13870,14030,13230,10850,8270,6510,6730,6320,5800,5810
Greece,GRC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,620,700,790,900,1000,1090,1200,1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24570,26370,28710,29420,27610,24560,23180,22430,22010,20190,18640,17960,19080,19670,17950,20140
Grenada,GRD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,1150,1300,1310,1300,1280,1340,1500,1790,2200,2490,2670,2840,3040,3140,3120,3210,3310,3500,3660,3990,4310,4610,4510,4650,5290,5350,6650,6430,6830,7260,6720,6940,7060,7030,7350,7520,7750,8350,8740,9610,9750,8910,9630
Greenland,GRL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,1890,2440,3130,3800,4330,5140,6160,7550,9270,9100,8020,7270,6740,7060,8540,11470,15170,16970,15690,16510,17440,16600,17830,19470,20780,20540,20440,19740,20290,19390,18760,20440,25730,30920,30240,34800,,,,,,,,,,,,,,
Guatemala,GTM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,260,280,280,290,290,290,310,330,350,360,390,450,540,610,690,800,920,1080,1210,1240,1170,1110,1130,1160,1070,1020,980,980,930,970,1030,1140,1230,1360,1440,1530,1610,1650,1670,1600,1600,1670,1850,2000,2150,2370,2610,2650,2730,2910,3160,3380,3550,3700,3870,4100,4400,4610,4490,4940
Guam,GUM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,280,250,280,310,320,340,330,350,360,380,390,430,540,680,660,610,620,670,760,740,590,510,470,500,520,460,470,360,400,330,390,460,570,670,830,890,880,860,890,880,890,940,1030,1090,1470,2280,3850,4190,4510,4820,5290,5540,5570,5470,5600,5910,6290,6630,8220,9380
High income,HIC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1497.26359833021,1587.56300871122,1706.86228262361,1849.89735874543,2015.27148876837,2141.89720142056,2344.81108846443,2551.51217490886,2706.81141951281,2949.36067918632,3376.9978099436,4128.47239882101,4820.94948593693,5388.4329222401,5715.30804479134,6135.65084313771,7010.53213604955,8417.32339149424,9728.11129827721,10124.0285392107,9637.32401548846,9238.95802945043,9580.871630328,10024.5701231595,11316.4364448974,13573.6114058799,16525.7205431286,17405.8132629962,18197.718264517,18936.5443472718,20603.9378041719,21102.5261381876,22233.3243748547,23743.1848951998,24943.6449066455,25070.5031301539,24109.7790628008,24389.0295061951,25414.7382563462,25404.1333252994,25253.7558146579,27208.7090935002,31051.3085443333,34188.5886841952,35880.2861266668,37313.2053447815,38953.3417536972,38302.9200868611,39344.1388106561,40657.5953522159,42001.709178159,42814.2384529903,42973.3916309879,41753.3900609787,40885.146539535,41181.5564898598,44073.222123883,45604.7584975013,43855.3183183853,47903.6420979358
"Hong Kong SAR, China",HKG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,570,630,700,710,710,740,840,930,1060,1300,1750,2150,2450,2900,3340,3930,4700,5730,6360,6290,5890,6170,6090,7230,9080,10770,11550,12660,14320,16560,19560,21820,23570,24140,26080,25110,25800,26930,26350,25270,26340,28120,28890,30290,32070,33950,32350,33620,35690,36340,38570,40240,41180,42970,46380,50050,50480,48560,54450
Honduras,HND,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,180,180,190,210,220,230,250,250,260,270,280,320,360,380,410,460,610,830,1090,1090,1020,1000,1080,1160,1260,1410,1410,1270,1110,940,930,950,880,900,870,910,910,930,1020,1050,1070,1130,1210,1290,1360,1490,1630,1670,1740,1880,1970,2010,2010,2060,2120,2250,2330,2390,2190,2540
Heavily indebted poor countries (HIPC),HPC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,376.670139325976,395.210265851523,367.594893148146,323.180074609741,310.748140573944,309.818751127953,342.035275048887,387.392076679724,416.730462772107,408.414705935586,405.225161507053,418.10423757377,373.044686539617,350.716316082575,310.155151561773,315.195342687549,314.829735088506,329.179492523856,326.99835056797,328.473285087768,330.728278071462,329.468469280603,335.937485528163,361.486047862339,415.393169275368,469.856326917873,520.050043859428,586.416670244364,687.32892390773,745.576752193546,783.653846945433,819.1784956732,861.264073391683,915.895585976056,979.277427484407,972.427645331394,961.429240264603,974.181061156424,976.419431013861,992.561498149362,965.456617166933,1015.59730199258
Croatia,HRV,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5570,5470,5230,5260,5350,5660,6730,8600,10250,11420,12780,14390,14240,14220,14230,13610,13760,13500,13270,12680,12980,14410,15540,14810,17150
Haiti,HTI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,250,250,250,240,260,280,320,340,380,370,420,450,390,310,260,310,360,390,400,450,550,640,720,660,650,690,790,900,1010,1160,1130,1240,1300,1390,1430,1410,1360,1340,1410,1390,1320,1420
Hungary,HUN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660,4030,4250,4370,4400,4410,4490,4620,4790,5290,6630,8650,10390,11250,11770,13250,13420,13270,13260,13090,13520,13560,13230,13100,13190,14980,16520,15950,17740
IBRD only,IBD,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,177.74648037444,192.411372259544,201.082275944499,201.48977690609,206.666216104997,224.511911922366,242.187929921826,256.908006961233,277.826223128855,335.00294038973,415.147356334329,488.793386476218,512.038837145151,532.958306703454,575.6205940307,661.994246862119,759.949878361079,819.336596295498,804.14561813617,753.164604236878,747.957769555736,755.212749445736,791.511127772873,847.720998479344,897.838846488069,897.199731669891,949.199153559231,952.9004547436,1009.47584662462,1051.39415113152,1118.77281738992,1212.31475960906,1343.36932450773,1437.92567817393,1395.25636879371,1371.3256201849,1418.19164776188,1428.2518107903,1446.47622637278,1570.60055912996,1829.35029695278,2137.871646648,2488.19206849618,2957.4454770035,3493.61105583348,3758.91859680318,4199.93119783379,4682.48350768405,5315.16020057901,5744.32813133459,5927.1959765177,5748.20190066261,5635.1403548571,5762.31997851473,6197.3357437926,6526.89090593587,6288.58251725872,6916.81046759548
IDA & IBRD total,IBT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,164.959670168284,178.134657860965,186.020091112928,186.583500815115,191.634633627503,208.007403245255,225.377550386596,238.72835903522,257.493938775898,307.310555388664,381.492010707541,448.882943592878,472.291562096659,491.461242017413,529.40668479984,608.53974408984,699.030396689249,757.231808356368,749.717127307096,707.553923546631,691.961967831577,692.979292125934,721.270632099551,769.97085540191,813.7999232819,808.726817471142,850.118586696046,852.507066653044,894.409133539021,921.412386996291,969.957938218779,1045.5445661884,1153.0931443072,1230.4634494931,1193.41268769075,1172.85451550306,1209.85751037207,1218.83047486474,1235.04886177665,1337.93406239468,1554.30400294262,1808.38918092324,2097.28134918729,2478.56106005286,2918.14179130555,3133.4316367007,3481.42547719853,3838.84214633283,4324.15356118574,4658.22575608303,4805.64590492651,4658.66596093022,4558.7709657871,4643.03215680153,4967.56938526995,5207.67130343961,5007.57006091213,5475.67775691956
IDA total,IDA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,125.127840394941,135.020248576713,153.146490019142,160.200842335032,168.76772697958,181.264734654834,229.578218417406,269.766729723219,297.040394760015,310.253800216876,328.608796837027,378.571306231988,440.245679146415,499.940359922326,533.418508585742,534.952786474293,470.030268832042,444.026350641693,439.224521438263,459.23606087082,480.386023549985,458.763140350322,458.810670476627,460.364458451988,440.569887025992,406.080073880967,378.932274187454,388.919203504912,410.835990035505,430.271655407225,426.111014390161,429.726680524262,439.638046919759,454.775556304596,473.966463001177,511.276649154265,589.801065410396,667.768853684222,761.697200275384,863.599191669819,1003.1064340083,1079.45665303205,1152.68086372477,1138.00566117172,1188.77303045775,1262.55159616102,1341.75839907174,1335.68499111395,1317.85961669543,1316.89940776351,1363.52468692636,1396.84387743726,1361.99684226188,1438.00911093697
IDA blend,IDB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,104.729948556547,111.716107548048,115.876845824557,122.330352571473,127.371344217234,126.704828772072,134.204858983146,150.920200853052,180.015954639534,190.37142775785,201.621074180545,208.7408081479,268.457936547703,307.34763424624,358.351726947722,387.792536791811,414.474986923915,479.683231110899,562.843805041186,676.043016755028,783.472666724639,835.472623122299,699.727413714683,637.507526913009,582.891517058591,572.341153217809,584.004231393562,533.807182293727,524.748425946498,507.237054045262,512.103914758793,457.996744860795,436.360128951283,444.935902806276,481.791694224877,501.368945135565,488.595160432799,491.938651564765,504.284060116166,529.039665856678,562.957841247225,608.009520800774,718.446937436896,828.263385884671,985.272661937429,1127.63867020126,1319.07978846229,1382.4253636123,1462.10375426794,1540.74409657759,1719.1468535189,1872.54016173059,2006.17666982968,1979.88495321229,1887.84543444022,1791.53243767765,1816.12136190523,1819.82730162555,1737.04862871503,1830.3983072136
Indonesia,IDN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,70,80,80,90,110,160,220,270,300,360,400,470,530,560,530,520,500,510,510,510,530,560,610,660,740,850,990,1090,1100,660,570,580,720,790,900,1080,1220,1380,1600,1940,2150,2530,3010,3580,3730,3620,3430,3400,3530,3840,4050,3870,4140
IDA only,IDX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,331.655325121756,317.374193981266,317.024243592547,349.728405329499,393.282910067503,422.164774439423,420.830140275191,427.543804323642,443.101559061149,404.603840157701,383.480182996003,351.360110079724,362.698640082684,375.053144147854,394.927065322161,396.440884380246,400.313995755362,408.865482943764,419.117981306532,430.817095783687,464.417078688906,526.951684893195,588.953276318446,650.778467981281,732.302299641074,845.629213193762,929.05326140983,998.947854346975,936.157414898954,921.945161382238,954.970970686927,1006.15856083656,1009.96090587304,1029.41637658814,1076.59695145842,1134.34201580169,1182.6781593481,1172.4763779088,1239.94518762836
Isle of Man,IMN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17050,18800,21310,21880,22480,23780,27790,34170,39600,44420,47220,42870,45990,71570,74390,82210,87840,89000,83990,78860,78810,83660,83920,,
India,IND,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,90,100,110,110,110,110,100,110,120,120,120,140,170,190,180,190,210,220,270,290,290,280,280,290,310,350,390,390,380,350,340,320,340,370,400,410,410,440,440,450,460,520,610,710,790,910,1000,1120,1220,1360,1480,1520,1560,1600,1680,1820,2010,2100,1910,2170
Not classified,INX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,2070,2540,2990,3390,3280,3580,4120,5120,6380,6780,6390,5720,5610,5630,6370,8220,10420,11100,12560,13130,14440,14600,15480,16920,18880,20650,21430,22690,24130,24080,24920,29980,37840,44640,47950,50530,50940,46810,44850,42220,40730,43510,46410,50390,51810,53350,59350,63300,65750,74520
"Iran, Islamic Rep.",IRN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,210,210,220,250,270,290,320,360,390,440,540,730,1080,1480,2010,2080,2030,2230,2150,2370,3000,3270,3130,3440,3610,3460,2950,2520,2540,,,,,1290,1610,1800,1790,1750,1770,1810,1900,2210,2520,2960,3480,4270,4970,5560,6250,7020,7660,7530,6960,5710,5730,5750,5110,4260,3370,
Iraq,IRQ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,3910,3420,3010,2350,2540,2760,3060,3540,3730,3730,7070,70,50,40,60,130,390,750,920,1290,1600,1730,1420,850,1370,1430,1820,2400,3550,4160,4580,4960,6310,7050,6750,5800,5340,4640,5040,5780,4990,5040
Iceland,ISL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1540,1740,2050,2440,2980,3110,2790,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,28480,29270,30400,31540,30700,30930,33710,42020,50520,53450,61880,50060,41860,36270,37610,40690,46960,48090,49940,54910,60230,67760,72900,62410,64410
Israel,ISR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,1320,1330,1310,1440,1470,1480,1730,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,18960,18770,18480,19360,19310,18540,18650,20010,21500,22370,24040,26270,27400,29770,31760,32540,34670,36300,36200,36540,37970,41320,43540,42610,49560
Italy,ITA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,960,1060,1160,1280,1410,1550,1700,1850,2060,2250,2620,3250,3930,4320,4510,4730,5270,6740,8430,8710,8220,7630,7760,8030,9380,12160,15950,17300,18660,20370,22960,21590,20860,20670,21830,22300,22220,21990,21910,21190,20770,23410,28360,32480,34280,35930,37980,37990,37960,37980,36220,35570,34910,33000,31970,31380,33850,34940,32380,35710
Jamaica,JAM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,620,650,720,760,980,1020,1180,1370,1380,1460,1410,1320,1220,1300,1350,1390,1130,920,950,1170,1480,1690,1770,1730,1610,1840,1880,2290,2520,2770,2890,3120,3240,3240,3260,3440,3650,3800,4080,4320,4560,4330,4390,4590,4980,5010,4910,4700,4600,4750,5010,5250,4670,4800
Jordan,JOR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,1160,1540,1810,2040,1980,1750,1730,1670,1870,2100,2160,1560,1270,1090,1240,1280,1340,1420,1430,1450,1480,1530,1670,1740,1780,1900,2160,2340,2510,2730,3110,3380,3520,3620,3720,3830,3920,3950,4000,4080,4270,4410,4310,4480
Japan,JPN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,610,700,810,900,1040,1210,1430,1680,1880,2140,2720,3620,4430,5170,5410,5940,7450,9450,10850,11130,10550,10270,10520,11460,13850,18170,24890,27010,27820,28600,30560,33370,37150,42570,43940,40760,35010,34320,36810,37380,35360,35660,39000,41280,40590,39310,39380,39230,43910,47470,50060,48850,44440,39380,38460,38930,41770,42010,40810,42620
Kazakhstan,KAZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,1310,1280,1340,1390,1390,1290,1270,1360,1530,1810,2300,2930,3860,4980,6110,6790,7440,8280,9940,11840,12080,11380,8770,8040,8070,8820,8710,8720
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,100,100,110,100,120,120,130,140,130,160,190,200,230,250,250,280,320,390,450,450,390,340,310,310,340,370,410,400,370,350,330,270,260,270,340,390,430,430,410,400,380,400,450,510,580,700,820,820,920,1000,1050,1110,1230,1300,1460,1510,1680,1830,1840,2010
Kyrgyz Republic,KGZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520,450,370,360,390,390,360,300,280,280,290,340,400,450,500,610,760,860,850,880,1040,1190,1250,1180,1110,1110,1220,1240,1180,1180
Cambodia,KHM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,320,320,290,300,300,310,320,350,400,460,520,590,670,700,750,810,880,970,1020,1060,1140,1230,1380,1530,1510,1550
